pop1	pop2	avg_dxy_chr1	count_diffs_chr1	count_comparisons_chr1	avg_dxy_chr3	count_diffs_chr3	count_comparisons_chr3	avg_dxy_chr4	count_diffs_chr4	count_comparisons_chr4	avg_dxy_chr5	count_diffs_chr5	count_comparisons_chr5	avg_dxy_chr6	count_diffs_chr6	count_comparisons_chr6	avg_dxy_chr7	count_diffs_chr7	count_comparisons_chr7	avg_dxy_chr8	count_diffs_chr8	count_comparisons_chr8	avg_dxy_chr9	count_diffs_chr9	count_comparisons_chr9	avg_dxy_chr10	count_diffs_chr10	count_comparisons_chr10	avg_dxy_chr11	count_diffs_chr11	count_comparisons_chr11	avg_dxy_chr12	count_diffs_chr12	count_comparisons_chr12	avg_dxy_chr13	count_diffs_chr13	count_comparisons_chr13	avg_dxy_chr14	count_diffs_chr14	count_comparisons_chr14	avg_dxy_chr15	count_diffs_chr15	count_comparisons_chr15	avg_dxy_chr16	count_diffs_chr16	count_comparisons_chr16	avg_dxy_chr17	count_diffs_chr17	count_comparisons_chr17	avg_dxy_chr18	count_diffs_chr18	count_comparisons_chr18	avg_dxy_chr19	count_diffs_chr19	count_comparisons_chr19	avg_dxy_chr20	count_diffs_chr20	count_comparisons_chr20	avg_dxy_chr21	count_diffs_chr21	count_comparisons_chr21
130704_pisc_Kyoga	161476_pisc_Vic_Uganda	0.003520388489018763	240100	68202700	0.002277071356690391	199664	87684560	0.002427059187483937	237370	97801488	0.0020714572270487766	230640	111341908	0.0021512971780281976	212786	98910556	0.0023725131862737587	246570	103927768	0.0023215415087597824	207234	89265688	0.002448284619949045	214966	87802700	0.002236577940693848	254582	113826572	0.002219364535429481	187544	84503468	0.0022109050742099537	246720	111592308	0.002113581066599461	227878	107816068	0.002512543103871486	198578	79034664	0.0025193223863289433	192072	76239548	0.0019487571635755643	186178	95536788	0.0022627698708727237	228468	100968288	0.002302715093616948	222830	96768376	0.002293785184983943	224248	97763296	0.0023526075136385974	160494	68219624	0.00212776204101404	163826	76994512
130704_pisc_Kyoga	161543_pisc_Vic_Uganda	0.003552446916622925	244428	68805532	0.002281957747408925	201954	88500324	0.0024085737803414787	237510	98610224	0.002074009121157099	232798	112245408	0.0021444461445873256	213866	99730180	0.002452649294577192	256506	104583236	0.0023281494367254243	209552	90007968	0.002445410716659622	216546	88551996	0.0022393395765286663	256958	114747224	0.002251426620194626	191842	85209084	0.002257103867858818	254056	112558400	0.002095944329416665	227846	108708040	0.002495649527652259	199114	79784440	0.002572805155457074	197740	76857744	0.0019884634012423074	191652	96381960	0.0022327082617060686	227342	101823424	0.0023262475987256993	227178	97658564	0.0023454365377628614	231166	98559904	0.002333046041975534	160576	68826760	0.0022309427776766684	173036	77561828
130704_pisc_Kyoga	64272_paedo_Victoria	0.004268808991686596	293048	68648656	0.002932317064903488	259530	88506800	0.003025547037642985	298638	98705456	0.0026341356287432295	295738	112271364	0.002822531840717914	281332	99673632	0.0029368294436324426	308270	104966940	0.0027829386001370377	250826	90129908	0.003054146279764035	270538	88580564	0.0026770470158504886	307402	114828764	0.0027794144035245254	236926	85243136	0.0027292334722487334	307694	112740080	0.0026918629248550425	292782	108765568	0.0030032874136656684	239670	79802552	0.003094500268574457	237836	76857644	0.0025646410106064253	247336	96440788	0.0027481364788695256	280146	101940352	0.0028794548806988507	281286	97687240	0.002859553786739797	282070	98641264	0.0029940029176379083	205834	68748764	0.0026697010133715842	207292	77646148
130704_pisc_Kyoga	78797_pisc_Victoria	0.0035214585328167732	242330	68815236	0.0023077014349882647	204602	88660516	0.0024186668638401182	238530	98620444	0.002135326793670415	240044	112415580	0.0021718176395866744	216856	99850004	0.0024430897045430353	255786	104697752	0.002320831098666694	209356	90207340	0.002462193855479283	218464	88727376	0.0022497232213772402	258982	115117272	0.0022476537014249048	191670	85275592	0.002289682295740251	258194	112764116	0.0021068416041433212	229314	108842544	0.002482238777719406	198128	79818268	0.00256887737861157	197804	77000172	0.001997847032259184	192932	96569956	0.0022653705053412307	231012	101975372	0.002335993754757144	228424	97784508	0.0023468660247347676	231738	98743600	0.0023458735789910062	161908	69018212	0.0021490116959777578	167036	77726892
130704_pisc_Kyoga	81023_paedo_Victoria	0.004277095095792874	287986	67332148	0.0029859582351037237	260154	87125800	0.003090947211378486	300098	97089332	0.0027298843394015617	301514	110449368	0.002800890397275943	275082	98212340	0.00304775752153003	314792	103286432	0.0028170988711788466	250206	88816904	0.0030843676148287797	269594	87406572	0.0028042310902148824	317170	113104088	0.0028488492900064963	239328	84008656	0.002832690464092443	314356	110974356	0.002760987744910942	295718	107105872	0.003084508217243841	242104	78490308	0.0031768598638339906	240462	75691724	0.002641561734329932	250746	94923392	0.0027645961986971727	277340	100318448	0.0030103070846643483	289278	96095844	0.00286159764955928	278250	97235892	0.003055483615328855	207030	67756868	0.0027486872249939936	210230	76483784
130704_pisc_Kyoga	Ig279_pisc_Victoria	0.003559551884039559	247016	69395252	0.0022850224084644648	203488	89052956	0.0024127153469529735	239214	99147212	0.0020931811805514227	236358	112918080	0.002161811912947391	216728	100252940	0.0024145558467054667	254088	105231776	0.002347767506947209	212462	90495332	0.002466683979410599	219530	88998024	0.0022269473529421225	257572	115661468	0.002215753788528922	189772	85646700	0.0022468563514244024	254372	113212400	0.0020812010951409563	227488	109306112	0.002518459780180857	202044	80225224	0.002504348901925578	193350	77205696	0.0019952182445612194	193380	96921728	0.0022044752768895903	225638	102354516	0.0023063850399709885	226566	98234248	0.0023287013879044124	230760	99093856	0.0023500922173459197	162712	69236432	0.0021568949334072832	168126	77948164
130704_pisc_Kyoga	checkmate_pisc_Victoria	0.003563538696787926	248258	69666144	0.0022806456823529324	203710	89321196	0.002403443584732262	239442	99624556	0.002099053767792508	237756	113268180	0.0021243818125863314	213714	100600560	0.0024410144638520293	257932	105665904	0.002287093588453057	207612	90775472	0.0024530201223586334	219148	89338036	0.0021819893537344667	253334	116102308	0.0022408632383541494	192552	85927600	0.0022098264591211047	251214	113680420	0.002081033237406666	228218	109665716	0.0024918363504664964	200436	80437064	0.0025352267717223486	196592	77544148	0.0019527995822316887	189966	97278800	0.002240365474367501	230120	102715384	0.002339577913099584	230732	98621208	0.0023272056634410974	231376	99422240	0.0023204189327678416	161294	69510724	0.002111255319185938	165104	78201816
130705_pisc_Kyoga	130704_pisc_Kyoga	0.003493963184696157	242668	69453508	0.0022338455444207575	199042	89102848	0.002396513660873252	237920	99277548	0.0020403712249017084	230550	112994144	0.002154218968350533	215890	100217296	0.0024451433571332404	257452	105291168	0.0022543310571209994	204128	90549256	0.0023613843721730986	210262	89041836	0.0021510726344604464	248920	115719012	0.002164329414927467	185490	85703220	0.0021476898200367433	243350	113307796	0.0020659191306364737	225916	109353748	0.0024505923690128287	196588	80220604	0.002482121245461547	191760	77256500	0.0019845477264279943	192452	96975244	0.0022133582699850286	226684	102416316	0.0022709544562949996	223276	98318132	0.0022617041293999203	224416	99224296	0.0022836455631559073	158264	69303224	0.0020934803984061375	163294	78001208
130705_pisc_Kyoga	130706_paedo_Kyoga	0.003689074899106322	256266	69466196	0.002442585555155267	217586	89080196	0.002651192873485168	262996	99199120	0.002223838378514454	251130	112926372	0.002362850411309001	236682	100168000	0.0026409301013063727	278214	105346976	0.0024508731090228148	221506	90378404	0.002666807810144716	237514	89063036	0.002367458109090238	273928	115705532	0.0023856446814226858	204340	85653996	0.002416649613505651	273600	113214592	0.0022505696448913274	245868	109247008	0.0026816918844958224	214814	80103908	0.002709364161682	209174	77204092	0.002162434206093289	209626	96939828	0.0024265139504730565	248508	102413588	0.002514425627529419	246776	98144084	0.002529496241959836	250964	99215012	0.002517048200132192	174018	69135744	0.0023189970990017367	180730	77934552
130705_pisc_Kyoga	130710_pisc_Kyoga	0.0029610791509114102	203908	68862732	0.0018795226671098203	166302	88480976	0.0020518661719689793	202298	98592200	0.0016972728323602965	190406	112183496	0.001809084009714258	180038	99518872	0.0020304751165104505	212644	104726228	0.001990792719910294	179002	89914936	0.0020028622451983428	177306	88526308	0.0018764271862085477	215452	114820336	0.0019208145189832425	163468	85103480	0.0018802028418720225	211438	112454888	0.0017726584219202165	192522	108606372	0.002091852749921877	166576	79630844	0.002196873774522972	168466	76684424	0.0017209813650749322	165694	96278788	0.0019414933444038675	197430	101689764	0.0019409954911952835	189438	97598372	0.0018863280797111592	185998	98603208	0.001963219726855931	135092	68811452	0.0017714902075943626	137228	77464724
130705_pisc_Kyoga	130712_pisc_Kyoga	0.003416684841290065	236682	69272412	0.0022837516394383795	203428	89076236	0.0024577487513229497	243880	99229020	0.0020673933311375894	233428	112909332	0.0021380125417874195	214124	100150956	0.0024064264136240128	253738	105441828	0.002296578929583286	207694	90436256	0.0024173231576943193	215176	89014164	0.002199763101370438	254264	115586992	0.0022353723532146496	191522	85677896	0.0022295914802426954	252340	113177684	0.002104048096592056	229568	109107772	0.002494501507290298	199760	80080128	0.002509893719797754	193798	77213628	0.0020014801909039436	194032	96944252	0.0022451812652031526	229836	102368572	0.0023107818764372214	227212	98326892	0.0023341838292830594	231588	99215836	0.0023051318257378143	159520	69202116	0.0021919584102497824	170826	77933048
130705_pisc_Kyoga	130713_paedo_Kyoga	0.003725886279325628	254154	68213032	0.0024485977788305012	215312	87932776	0.002669485556084126	261498	97958200	0.0022320823167936025	248868	111495888	0.0023436020003170677	231738	98881124	0.002627716771516778	272908	103857464	0.0024345699259972933	217536	89352948	0.002665648632138258	234220	87866044	0.002432352948107869	276606	113719516	0.002379335988657385	201258	84585784	0.002406983950231449	269036	111773076	0.002246966249072766	242536	107939316	0.0026607983634730254	210350	79055220	0.0027087105121574337	206540	76250304	0.002142623615700253	204892	95626688	0.002423730586573085	245228	101177912	0.0025075218838724266	242742	96805536	0.002497876649679864	244688	97958400	0.0025399289696502966	173614	68353880	0.0023175788295859865	178690	77102016
130705_pisc_Kyoga	130722_pisc_Kyoga	0.0034383772699660285	238246	69290244	0.0022356258410264488	198894	88965692	0.0024197513117925795	239442	98953144	0.0020226658963028313	228238	112840188	0.002111554764223541	211310	100073180	0.002424365583032763	255116	105230004	0.002243224457620001	202858	90431432	0.0024007835835275675	213548	88949292	0.002158167187577132	249548	115629596	0.002188239701252513	187440	85657892	0.002163764869222944	244866	113166640	0.0020419540615664485	223282	109347220	0.0024118782277508105	193378	80177348	0.0024814857443861004	191450	77151360	0.0019871828081452266	192554	96897980	0.002204467336284795	225544	102312244	0.0022458276484391233	220564	98210564	0.002284063480741193	226554	99189012	0.0022891692658026036	158334	69166576	0.0021117020058318945	164484	77891672
130705_pisc_Kyoga	130723_pisc_Kyoga	0.003396419514655582	228298	67217256	0.002238231289351603	194330	86823020	0.00235223566187866	227972	96917160	0.0020455525529839993	225354	110167788	0.0021199493387115166	207574	97914604	0.002418817616473801	248608	102780796	0.002242402436490602	198240	88405184	0.002431037304075134	211376	86948892	0.002223864218855975	250034	112432224	0.002179351828156657	182450	83717552	0.0021339424773414335	235582	110397540	0.0020445074304229344	218314	106780732	0.0024011145350898233	187702	78172864	0.002478703373399227	186996	75441056	0.0019739070121335333	186632	94549540	0.0021556490360809476	215494	99967108	0.002262935994771626	216700	95760552	0.002270642987889601	219962	96872120	0.0022982280027700284	155196	67528548	0.002104706814367012	160340	76181632
130705_pisc_Kyoga	130732_pisc_Kyoga	0.0035140729216622873	243006	69152236	0.0023383399486877035	207912	88914360	0.0024445304474020814	242196	99076696	0.002106831612356614	237408	112684848	0.002191091339116567	219122	100005872	0.002435195109273853	256070	105153792	0.002336922628733342	210972	90277700	0.002474426722737318	219890	88865028	0.002302827213882924	264802	114989956	0.002289381789001477	195690	85477224	0.0022971838748170282	259396	112919128	0.0021639000736947242	236020	109071580	0.002554818181472698	204368	79993168	0.0025664553882484217	197798	77070500	0.002032030959870113	196546	96723920	0.002288742093812837	233806	102154804	0.002374432516583584	232856	98068064	0.00239584375281793	237316	99053204	0.002342610700315659	161886	69104952	0.0022173747337857637	172562	77822660
130705_pisc_Kyoga	130735_pisc_Kyoga	0.0034647067723574594	240078	69292444	0.002315956414543671	205950	88926544	0.002407278470141328	238812	99204144	0.002078666172017857	234612	112866608	0.0021866803718503082	218964	100135348	0.002430903753609641	256304	105435684	0.0022831969892608294	206320	90364520	0.0024247711468598455	216030	89092944	0.0022671845887273063	261868	115503608	0.002235466072665947	191450	85642096	0.0022367295881949695	253196	113199200	0.002117741480232874	231210	109177632	0.002502944016260441	200634	80159204	0.0025114425429343624	193720	77134952	0.00201996589335416	195632	96849160	0.002264347914581257	231756	102349996	0.0023683782554924774	232776	98284976	0.002320738396096413	230312	99240828	0.00227195321880484	157430	69292800	0.00219467636522603	170932	77884832
130705_pisc_Kyoga	130736_pisc_Kyoga	0.0035578329085896847	245580	69025164	0.002340204689915593	207182	88531572	0.0024775730026147013	244526	98695780	0.0021332106739718948	239546	112293644	0.0022545848437365013	224642	99637856	0.002442022971509338	256204	104914656	0.0023377143306556212	210446	90022120	0.002482396851651955	219870	88571656	0.002279645036737739	262184	115010888	0.002254085500655288	192232	85281592	0.0022461871369168812	253096	112678056	0.0021017559518663083	228504	108720520	0.0025604970572280185	204170	79738424	0.0025521194271419766	196082	76831044	0.0020249063082173773	195426	96511132	0.0022755641072139308	231894	101906160	0.0023700128397682093	231756	97786812	0.002378326501735057	234790	98720676	0.0023247584789245763	160146	68887156	0.0021940643218371944	170284	77611216
130705_pisc_Kyoga	130743_pisc_Kyoga	0.0034069157967912046	234556	68847020	0.0022776964098544876	201478	88456916	0.0023577173886080525	232674	98686128	0.0020638367367357344	231692	112262756	0.0021314433049686734	212426	99662984	0.0024220295586659104	254006	104873204	0.0022620545591348806	203616	90013744	0.0024319107000819436	215414	88578088	0.0021725549027228393	249852	115003768	0.0022090419784907326	188126	85161804	0.002162009450567865	243386	112573976	0.002030761501440169	220794	108724732	0.0024746728869115067	196990	79602440	0.0025074943361227653	192604	76811340	0.0019720820697330115	190016	96352988	0.002187395817472172	222608	101768504	0.00229249173341809	224000	97710276	0.0022721689280128456	224080	98619428	0.0023052666003916195	158714	68848436	0.0021186825484396346	164242	77520816
130705_pisc_Kyoga	130785_paedo_Victoria	0.0037664157921665263	260360	69126728	0.0024714046645517504	219016	88620048	0.0026912929486064656	265982	98830564	0.0022738829182572403	256096	112624972	0.0023928725780134447	239008	99883296	0.002613728399737286	274734	105111916	0.0024657548464060448	222372	90184148	0.0027471159035749085	243766	88735244	0.002398202928193944	276484	115287992	0.002459116566425353	209992	85393268	0.0024003496281414845	271344	113043532	0.0022651790598931985	247038	109058928	0.0027011442525515187	215838	79906136	0.0027108144135666633	208752	77007116	0.0021802145324485702	210960	96761120	0.002455711716010461	250820	102137396	0.002579204739999848	252702	97976712	0.0025379933987796028	251138	98951400	0.002564224119870226	176982	69019708	0.002354040592984822	183234	77838080
130705_pisc_Kyoga	13135_pisc_Victoria	0.0034469706962185747	240424	69749360	0.002270121011886301	202664	89274536	0.0024183823102042583	240664	99514456	0.0020834221778440335	235870	113212772	0.0021392130508940013	214882	100449088	0.0023902277709744197	252716	105728836	0.002303809138572337	208864	90660288	0.0024270905258201147	216726	89294568	0.0021846185083192414	253494	116035820	0.0022496279539395148	193178	85871088	0.002155139025735408	244838	113606592	0.0020882133571478007	228818	109575968	0.0024971981696200506	200804	80411720	0.002480275225871869	191912	77375284	0.001975715372801552	191932	97145572	0.0022221249901572017	228132	102663892	0.0023083234165547604	227602	98600568	0.0023333503940441208	232140	99487844	0.0022666542618474906	157386	69435380	0.0021649019014661967	169086	78103308
130705_pisc_Kyoga	13380_paedo_Victoria	0.0036990738035017103	257476	69605532	0.002473616319681261	220874	89291940	0.0026684331568976546	265162	99369924	0.002256315601142299	255476	113227068	0.0023299720236819596	233924	100397772	0.002634621439455999	278414	105675144	0.0024540391216285045	222412	90630992	0.002718899262814536	242214	89085316	0.0023701464134162696	275040	116043464	0.0024073186736958676	206668	85849872	0.0024045163101203467	273136	113592908	0.0022279845951854076	244046	109536664	0.0026609491161154433	213610	80275868	0.0026972747004580166	208738	77388484	0.002155606341422274	209584	97227400	0.002422239219433938	248344	102526620	0.0025536577348705277	251712	98569200	0.0025020296015517106	248970	99507216	0.002509896925939859	174350	69465004	0.0023245926893636225	181596	78119492
